interactionId,participantId,elementId,timestamp_local,timestamp_utcoffset,interaction,token,type,source
14237,114,69,"2021-11-02 10:54:48",-0700,tap,,,
14238,114,3,"2021-11-02 10:54:49",-0700,present,,,
14250,114,4,"2021-11-02 10:55:10",-0700,present,,,
14251,114,9,"2021-11-02 10:55:10",-0700,tap,,,
14262,114,18,"2021-11-02 10:55:37",-0700,tap,,,
14263,114,19,"2021-11-02 10:55:40",-0700,tap,,,
14264,114,18,"2021-11-02 10:56:20",-0700,tap,,,
14272,114,19,"2021-11-02 10:56:35",-0700,tap,,,
14284,114,8,"2021-11-02 10:56:43",-0700,tap,,,
14285,114,3,"2021-11-02 10:56:43",-0700,present,,,
14288,114,9,"2021-11-02 10:56:48",-0700,tap,,,
14289,114,4,"2021-11-02 10:56:48",-0700,present,,,
14293,114,201,"2021-11-02 10:56:49",-0700,tap,,,
14296,114,11,"2021-11-02 10:56:51",-0700,tap,,,
14297,114,6,"2021-11-02 10:56:51",-0700,present,,,
14312,114,4,"2021-11-02 10:56:53",-0700,present,,,
14313,114,9,"2021-11-02 10:56:53",-0700,tap,,,
14356,114,201,"2021-11-02 10:57:46",-0700,tap,,,
14374,114,11,"2021-11-02 10:58:04",-0700,tap,,,
14378,114,6,"2021-11-02 10:58:04",-0700,present,,,
14400,114,12,"2021-11-02 10:58:21",-0700,tap,,,
14401,114,7,"2021-11-02 10:58:21",-0700,present,,,
14472,114,31,"2021-11-02 11:07:58",-0700,tap,,,
14473,114,308,"2021-11-02 11:08:04",-0700,tap,,,
14474,114,232,"2021-11-02 11:08:09",-0700,tap,,,
14475,114,308,"2021-11-02 11:08:13",-0700,tap,,,
16307,114,30,"2021-11-04 12:10:52",-0700,tap,,,
16308,114,8,"2021-11-04 12:11:13",-0700,tap,,,
16309,114,3,"2021-11-04 12:11:13",-0700,present,,,
16310,114,13,"2021-11-04 12:11:17",-0700,tap,,,
16311,114,240,"2021-11-04 12:11:31",-0700,tap,,,
16312,114,93,"2021-11-04 12:11:31",-0700,present,,,
16313,114,20,"2021-11-04 12:11:33",-0700,tap,,,
16314,114,95,"2021-11-04 12:11:35",-0700,tap,,,
16315,114,238,"2021-11-04 12:11:38",-0700,tap,,,
16316,114,90,"2021-11-04 12:11:38",-0700,present,,,
16317,114,214,"2021-11-04 12:11:40",-0700,tap,,,
16318,114,92,"2021-11-04 12:11:43",-0700,tap,,,
16319,114,90,"2021-11-04 12:11:47",-0700,present,,,
16320,114,239,"2021-11-04 12:11:47",-0700,tap,,,
16321,114,215,"2021-11-04 12:11:51",-0700,tap,,,
16322,114,92,"2021-11-04 12:11:52",-0700,tap,,,
16323,114,239,"2021-11-04 12:11:56",-0700,tap,,,
16324,114,90,"2021-11-04 12:11:56",-0700,present,,,
16325,114,215,"2021-11-04 12:12:01",-0700,tap,,,
16326,114,92,"2021-11-04 12:12:04",-0700,tap,,,
16327,114,333,"2021-11-04 12:12:09",-0700,tap,,,
16328,114,334,"2021-11-04 12:12:21",-0700,tap,,,
16329,114,335,"2021-11-04 12:12:24",-0700,tap,,,
16330,114,342,"2021-11-04 12:12:28",-0700,tap,,,
16331,114,349,"2021-11-04 12:12:42",-0700,tap,,,
16332,114,44,"2021-11-04 12:12:43",-0700,tap,,,
16333,114,45,"2021-11-04 12:12:43",-0700,present,,,
16334,114,46,"2021-11-04 12:12:45",-0700,tap,,,
16335,114,44,"2021-11-04 12:13:07",-0700,tap,,,
16336,114,9,"2021-11-04 12:13:12",-0700,tap,,,
16337,114,4,"2021-11-04 12:13:12",-0700,present,,,
16338,114,20,"2021-11-04 12:13:13",-0700,tap,,,
16339,114,3,"2021-11-04 12:13:13",-0700,present,,,
16340,114,384,"2021-11-04 12:13:17",-0700,tap,,,
16341,114,102,"2021-11-04 12:13:21",-0700,tap,,,
16342,114,9,"2021-11-04 12:13:29",-0700,tap,,,
16343,114,4,"2021-11-04 12:13:29",-0700,present,,,
16344,114,201,"2021-11-04 12:13:31",-0700,tap,,,
16345,114,366,"2021-11-04 12:13:34",-0700,tap,,,
16346,114,257,"2021-11-04 12:13:39",-0700,tap,,,
16347,114,260,"2021-11-04 12:13:53",-0700,tap,,,
16348,114,259,"2021-11-04 12:14:03",-0700,tap,,,
16349,114,263,"2021-11-04 12:14:15",-0700,tap,,,
16350,114,11,"2021-11-04 12:14:19",-0700,tap,,,
16351,114,6,"2021-11-04 12:14:19",-0700,present,,,
16352,114,221,"2021-11-04 12:14:24",-0700,tap,180B85CE-E425-46CA-B4E5-F09933601773,folder,
16353,114,58,"2021-11-04 12:14:24",-0700,present,,folder,
16354,114,63,"2021-11-04 12:14:39",-0700,tap,,folder,
16355,114,229,"2021-11-04 12:14:43",-0700,tap,,,
16356,114,25,"2021-11-04 12:15:19",-0700,tap,,,
16357,114,57,"2021-11-04 12:15:20",-0700,present,,folder,
16358,114,373,"2021-11-04 12:15:22",-0700,tap,,folder,
16359,114,62,"2021-11-04 12:15:59",-0700,tap,,folder,
16360,114,65,"2021-11-04 12:16:03",-0700,tap,,folder,
16361,114,62,"2021-11-04 12:16:09",-0700,tap,,folder,
16362,114,63,"2021-11-04 12:16:11",-0700,tap,,folder,
16363,114,322,"2021-11-04 12:16:14",-0700,tap,85373247-4B0A-4606-AEA3-CAF401CF72CC,folder,
16364,114,57,"2021-11-04 12:16:18",-0700,present,85373247-4B0A-4606-AEA3-CAF401CF72CC,folder,
16365,114,24,"2021-11-04 12:16:18",-0700,tap,85373247-4B0A-4606-AEA3-CAF401CF72CC,folder,
16366,114,377,"2021-11-04 12:16:26",-0700,tap,85373247-4B0A-4606-AEA3-CAF401CF72CC,folder,
