interactionId,participantId,elementId,timestamp_local,timestamp_utcoffset,interaction,token,type,source
15504,134,69,"2021-11-03 16:32:19",-0700,tap,,,
15505,134,69,"2021-11-03 16:32:20",-0700,tap,,,
15506,134,69,"2021-11-03 16:32:21",-0700,tap,,,
15508,134,3,"2021-11-03 16:32:22",-0700,present,,,
15509,134,3,"2021-11-03 16:32:23",-0700,present,,,
15510,134,3,"2021-11-03 16:32:24",-0700,present,,,
15512,134,3,"2021-11-03 16:32:24",-0700,present,,,
15514,134,3,"2021-11-03 16:32:24",-0700,present,,,
15581,134,4,"2021-11-03 16:35:44",-0700,present,,,
15582,134,9,"2021-11-03 16:35:44",-0700,tap,,,
15636,134,201,"2021-11-03 16:36:19",-0700,tap,,,
15661,134,11,"2021-11-03 16:36:51",-0700,tap,,,
15662,134,6,"2021-11-03 16:36:51",-0700,present,,,
15682,134,12,"2021-11-03 16:37:08",-0700,tap,,,
15685,134,7,"2021-11-03 16:37:08",-0700,present,,,
15744,134,30,"2021-11-03 16:43:14",-0700,tap,,,
15746,134,201,"2021-11-03 16:43:19",-0700,tap,,,
15748,134,9,"2021-11-03 16:43:20",-0700,tap,,,
15749,134,4,"2021-11-03 16:43:20",-0700,present,,,
87981,134,69,"2021-12-06 15:05:01",-0800,tap,,,
87982,134,3,"2021-12-06 15:05:02",-0800,present,,,
87983,134,11,"2021-12-06 15:05:04",-0800,tap,,,
87984,134,6,"2021-12-06 15:05:04",-0800,present,,,
87985,134,24,"2021-12-06 15:05:05",-0800,tap,180B85CE-E425-46CA-B4E5-F09933601773,folder,
87986,134,57,"2021-12-06 15:05:05",-0800,present,180B85CE-E425-46CA-B4E5-F09933601773,folder,
87987,134,375,"2021-12-06 15:05:06",-0800,tap,180B85CE-E425-46CA-B4E5-F09933601773,folder,
87988,134,377,"2021-12-06 15:05:18",-0800,tap,180B85CE-E425-46CA-B4E5-F09933601773,folder,
87989,134,62,"2021-12-06 15:05:26",-0800,tap,180B85CE-E425-46CA-B4E5-F09933601773,folder,
87990,134,63,"2021-12-06 15:05:29",-0800,tap,180B85CE-E425-46CA-B4E5-F09933601773,folder,
87991,134,322,"2021-12-06 15:07:05",-0800,tap,280B85CE-E425-46CA-B4E5-F09933601883,folder,
87992,134,24,"2021-12-06 15:07:06",-0800,tap,280B85CE-E425-46CA-B4E5-F09933601883,folder,
87993,134,57,"2021-12-06 15:07:06",-0800,present,280B85CE-E425-46CA-B4E5-F09933601883,folder,
87994,134,375,"2021-12-06 15:07:07",-0800,tap,280B85CE-E425-46CA-B4E5-F09933601883,folder,
87995,134,377,"2021-12-06 15:07:14",-0800,tap,280B85CE-E425-46CA-B4E5-F09933601883,folder,
87996,134,62,"2021-12-06 15:07:23",-0800,tap,280B85CE-E425-46CA-B4E5-F09933601883,folder,
87997,134,63,"2021-12-06 15:07:25",-0800,tap,280B85CE-E425-46CA-B4E5-F09933601883,folder,
87998,134,25,"2021-12-06 15:07:26",-0800,tap,,,
87999,134,57,"2021-12-06 15:07:26",-0800,present,,folder,
88000,134,373,"2021-12-06 15:07:27",-0800,tap,,folder,
88001,134,62,"2021-12-06 15:07:32",-0800,tap,,folder,
88002,134,63,"2021-12-06 15:07:33",-0800,tap,,folder,
88003,134,25,"2021-12-06 15:07:34",-0800,tap,,,
88004,134,57,"2021-12-06 15:07:34",-0800,present,,folder,
88005,134,373,"2021-12-06 15:07:35",-0800,tap,,folder,
88006,134,62,"2021-12-06 15:07:40",-0800,tap,,folder,
88007,134,63,"2021-12-06 15:07:42",-0800,tap,,folder,
88008,134,221,"2021-12-06 15:07:43",-0800,tap,26E60581-A9CD-4D2B-A9AF-7ECD130B662C,folder,
88009,134,58,"2021-12-06 15:07:44",-0800,present,,folder,
88010,134,63,"2021-12-06 15:07:44",-0800,tap,,folder,
88011,134,322,"2021-12-06 15:07:46",-0800,tap,26E60581-A9CD-4D2B-A9AF-7ECD130B662C,folder,
88012,134,24,"2021-12-06 15:07:46",-0800,tap,26E60581-A9CD-4D2B-A9AF-7ECD130B662C,folder,
88013,134,57,"2021-12-06 15:07:46",-0800,present,26E60581-A9CD-4D2B-A9AF-7ECD130B662C,folder,
88014,134,375,"2021-12-06 15:07:47",-0800,tap,26E60581-A9CD-4D2B-A9AF-7ECD130B662C,folder,
88015,134,377,"2021-12-06 15:07:51",-0800,tap,26E60581-A9CD-4D2B-A9AF-7ECD130B662C,folder,
88016,134,62,"2021-12-06 15:08:09",-0800,tap,26E60581-A9CD-4D2B-A9AF-7ECD130B662C,folder,
88017,134,63,"2021-12-06 15:08:29",-0800,tap,26E60581-A9CD-4D2B-A9AF-7ECD130B662C,folder,
88018,134,322,"2021-12-06 15:08:30",-0800,tap,B92E8FB7-0653-4D18-B693-23F406D8AF29,folder,
88019,134,24,"2021-12-06 15:08:31",-0800,tap,B92E8FB7-0653-4D18-B693-23F406D8AF29,folder,
88020,134,57,"2021-12-06 15:08:31",-0800,present,B92E8FB7-0653-4D18-B693-23F406D8AF29,folder,
88021,134,375,"2021-12-06 15:08:32",-0800,tap,B92E8FB7-0653-4D18-B693-23F406D8AF29,folder,
88022,134,377,"2021-12-06 15:08:41",-0800,tap,B92E8FB7-0653-4D18-B693-23F406D8AF29,folder,
88023,134,62,"2021-12-06 15:08:51",-0800,tap,B92E8FB7-0653-4D18-B693-23F406D8AF29,folder,
88024,134,63,"2021-12-06 15:08:52",-0800,tap,B92E8FB7-0653-4D18-B693-23F406D8AF29,folder,
88025,134,221,"2021-12-06 15:08:53",-0800,tap,B92E8FB7-0653-4D18-B693-23F406D8AF29,folder,
88026,134,58,"2021-12-06 15:08:53",-0800,present,,folder,
88027,134,65,"2021-12-06 15:08:55",-0800,tap,,folder,
88028,134,373,"2021-12-06 15:08:56",-0800,tap,,folder,
88029,134,62,"2021-12-06 15:08:58",-0800,tap,,folder,
88030,134,63,"2021-12-06 15:09:00",-0800,tap,,folder,
88031,134,201,"2021-12-06 15:09:06",-0800,tap,,,
88032,134,246,"2021-12-06 15:09:07",-0800,tap,,,
88033,134,318,"2021-12-06 15:09:07",-0800,present,,,
88034,134,57,"2021-12-06 15:09:08",-0800,present,080B85CE-E425-46CA-B4E5-F09933601DD3,folder,
88035,134,314,"2021-12-06 15:09:08",-0800,tap,080B85CE-E425-46CA-B4E5-F09933601DD3,folder,
